2021-07-15 21:13:52 INFO  DoctorDaoImpl:25 - open session
2021-07-15 21:13:52 DEBUG logging:28 - Logging Provider: org.jboss.logging.Log4jLoggerProvider
2021-07-15 21:13:52 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
2021-07-15 21:13:52 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
2021-07-15 21:13:52 DEBUG IntegratorServiceImpl:46 - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
2021-07-15 21:13:52 INFO  Version:44 - HHH000412: Hibernate ORM core version 5.5.3.Final
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Patient:address]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for address
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property address
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='patient'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=appointments, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=null, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=element, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=appointments_KEY, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='appointments_KEY', referencedColumn='null', mappedBy='null'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='patient'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='patient'}
2021-07-15 21:13:53 DEBUG CollectionBinder:449 - Collection role: com.la101.entities.Patient.appointments
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property appointments
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=Pat_City, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property city with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Patient:city]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for city
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property city
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=Pat_Fistname, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property firstName with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Patient:firstName]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for firstName
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property firstName
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=Pat_Lastname, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property lastName with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Patient:lastName]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for lastName
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property lastName
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='patient'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=payments, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=null, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=element, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=payments_KEY, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='payments_KEY', referencedColumn='null', mappedBy='null'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='patient'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='patient'}
2021-07-15 21:13:53 DEBUG CollectionBinder:449 - Collection role: com.la101.entities.Patient.payments
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property payments
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Patient), mappingColumn=Pat_State, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property state with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Patient:state]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for state
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property state
2021-07-15 21:13:53 DEBUG AnnotationBinder:558 - Binding entity from annotated class: com.la101.entities.Appointment
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-07-15 21:13:53 DEBUG EntityBinder:431 - Import with entity name Appointment
2021-07-15 21:13:53 DEBUG EntityBinder:874 - Bind entity com.la101.entities.Appointment on table Appointment
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=App_Id, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [com.la101.entities.Appointment] is safe
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.la101.entities.Appointment
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property id with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Appointment:id]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for id
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property id
2021-07-15 21:13:53 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(App_Id)]), id, identity, , ...)
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='appointment'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=bill, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=App_Date, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property date with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Appointment:date]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for date
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property date
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='Doc_Number', referencedColumn='', mappedBy=''}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=doctor, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property doctor
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=App_Duration, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property duration with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Appointment:duration]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for duration
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property duration
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='Pat_id', referencedColumn='', mappedBy=''}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=patient, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property patient
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=App_Reason, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property reason with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Appointment:reason]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for reason
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property reason
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Appointment), mappingColumn=App_Time, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property time with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Appointment:time]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for time
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property time
2021-07-15 21:13:53 DEBUG AnnotationBinder:558 - Binding entity from annotated class: com.la101.entities.Bill
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-07-15 21:13:53 DEBUG EntityBinder:431 - Import with entity name Bill
2021-07-15 21:13:53 DEBUG EntityBinder:874 - Bind entity com.la101.entities.Bill on table Bill
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=Bill_Number, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [com.la101.entities.Bill] is safe
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.la101.entities.Bill
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property billNumber with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Bill:billNumber]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for billNumber
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property billNumber
2021-07-15 21:13:53 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(Bill_Number)]), billNumber, identity, , ...)
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='App_Id', referencedColumn='', mappedBy=''}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=appointment, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property appointment
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=Bill_Date, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property billDate with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Bill:billDate]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for billDate
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property billDate
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=Bill_Status, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property billStatus with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Bill:billStatus]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for billStatus
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property billStatus
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='bill'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=payments, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=null, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=element, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=payments_KEY, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='payments_KEY', referencedColumn='null', mappedBy='null'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='bill'}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='null', referencedColumn='null', mappedBy='bill'}
2021-07-15 21:13:53 DEBUG CollectionBinder:449 - Collection role: com.la101.entities.Bill.payments
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property payments
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Bill), mappingColumn=Bill_Total, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property total with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Bill:total]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for total
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property total
2021-07-15 21:13:53 DEBUG AnnotationBinder:558 - Binding entity from annotated class: com.la101.entities.Payment
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
2021-07-15 21:13:53 DEBUG EntityBinder:431 - Import with entity name Payment
2021-07-15 21:13:53 DEBUG EntityBinder:874 - Bind entity com.la101.entities.Payment on table Payment
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Payment), mappingColumn=Pay_Receiptnum, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:60 - Not known whether passed class name [com.la101.entities.Payment] is safe
2021-07-15 21:13:53 DEBUG ClassLoaderAccessImpl:62 - No temp ClassLoader provided; using live ClassLoader for loading potentially unsafe class : com.la101.entities.Payment
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property payReceiptnum with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Payment:payReceiptnum]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for payReceiptnum
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property payReceiptnum
2021-07-15 21:13:53 DEBUG BinderHelper:643 - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(Pay_Receiptnum)]), payReceiptnum, identity, , ...)
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='Bill_Number', referencedColumn='', mappedBy=''}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Payment), mappingColumn=bill, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property bill
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3JoinColumn{logicalColumnName='Pat_id', referencedColumn='', mappedBy=''}
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Payment), mappingColumn=patient, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property patient
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Payment), mappingColumn=Pay_Amount, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property payAmount with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Payment:payAmount]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for payAmount
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property payAmount
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Payment), mappingColumn=Pay_Date, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property payDate with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Payment:payDate]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for payDate
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property payDate
2021-07-15 21:13:53 DEBUG Ejb3Column:213 - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Payment), mappingColumn=Pay_Method, insertable=true, updatable=true, unique=false}
2021-07-15 21:13:53 DEBUG PropertyBinder:175 - MetadataSourceProcessor property payMethod with lazy=false
2021-07-15 21:13:53 DEBUG AbstractPropertyHolder:94 - Attempting to locate auto-apply AttributeConverter for property [com.la101.entities.Payment:payMethod]
2021-07-15 21:13:53 DEBUG SimpleValueBinder:410 - building SimpleValue for payMethod
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property payMethod
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for number
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for firstName
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for lastName
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for id
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for address
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for city
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for firstName
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for lastName
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for state
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for id
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for date
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for duration
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for reason
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for time
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for billNumber
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for billDate
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for billStatus
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for total
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for payReceiptnum
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for payAmount
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for payDate
2021-07-15 21:13:53 DEBUG SimpleValueBinder:455 - Starting fillSimpleValue for payMethod
2021-07-15 21:13:53 DEBUG PrimaryKey:35 - Forcing column [doc_number] to be non-null as it is part of the primary key for table [doctor]
2021-07-15 21:13:53 DEBUG PrimaryKey:35 - Forcing column [pat_id] to be non-null as it is part of the primary key for table [patient]
2021-07-15 21:13:53 DEBUG PrimaryKey:35 - Forcing column [app_id] to be non-null as it is part of the primary key for table [appointment]
2021-07-15 21:13:53 DEBUG PrimaryKey:35 - Forcing column [bill_number] to be non-null as it is part of the primary key for table [bill]
2021-07-15 21:13:53 DEBUG PrimaryKey:35 - Forcing column [pay_receiptnum] to be non-null as it is part of the primary key for table [payment]
2021-07-15 21:13:53 DEBUG CollectionSecondPass:50 - Second pass for collection: com.la101.entities.Doctor.appointments
2021-07-15 21:13:53 DEBUG CollectionBinder:903 - Binding a OneToMany: com.la101.entities.Doctor.appointments through a foreign key
2021-07-15 21:13:53 DEBUG CollectionBinder:941 - Mapping collection: com.la101.entities.Doctor.appointments -> Appointment
2021-07-15 21:13:53 DEBUG TableBinder:554 - Retrieving property com.la101.entities.Appointment.doctor
2021-07-15 21:13:53 DEBUG CollectionSecondPass:67 - Mapped collection key: Doc_Number, one-to-many: com.la101.entities.Appointment
2021-07-15 21:13:53 DEBUG CollectionSecondPass:50 - Second pass for collection: com.la101.entities.Patient.appointments
2021-07-15 21:13:53 DEBUG CollectionBinder:903 - Binding a OneToMany: com.la101.entities.Patient.appointments through a foreign key
2021-07-15 21:13:53 DEBUG CollectionBinder:941 - Mapping collection: com.la101.entities.Patient.appointments -> Appointment
2021-07-15 21:13:53 DEBUG TableBinder:554 - Retrieving property com.la101.entities.Appointment.patient
2021-07-15 21:13:53 DEBUG CollectionSecondPass:67 - Mapped collection key: Pat_id, one-to-many: com.la101.entities.Appointment
2021-07-15 21:13:53 DEBUG CollectionSecondPass:50 - Second pass for collection: com.la101.entities.Patient.payments
2021-07-15 21:13:53 DEBUG CollectionBinder:903 - Binding a OneToMany: com.la101.entities.Patient.payments through a foreign key
2021-07-15 21:13:53 DEBUG CollectionBinder:941 - Mapping collection: com.la101.entities.Patient.payments -> Payment
2021-07-15 21:13:53 DEBUG TableBinder:554 - Retrieving property com.la101.entities.Payment.patient
2021-07-15 21:13:53 DEBUG CollectionSecondPass:67 - Mapped collection key: Pat_id, one-to-many: com.la101.entities.Payment
2021-07-15 21:13:53 DEBUG PropertyBinder:266 - Building property bill
2021-07-15 21:13:53 DEBUG CollectionSecondPass:50 - Second pass for collection: com.la101.entities.Bill.payments
2021-07-15 21:13:53 DEBUG CollectionBinder:903 - Binding a OneToMany: com.la101.entities.Bill.payments through a foreign key
2021-07-15 21:13:53 DEBUG CollectionBinder:941 - Mapping collection: com.la101.entities.Bill.payments -> Payment
2021-07-15 21:13:53 DEBUG TableBinder:554 - Retrieving property com.la101.entities.Payment.bill
2021-07-15 21:13:53 DEBUG CollectionSecondPass:67 - Mapped collection key: Bill_Number, one-to-many: com.la101.entities.Payment
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1964 - Processing association property references
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Doctor
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Patient
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Appointment
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Bill
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Patient
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1964 - Processing association property references
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Doctor
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Patient
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Appointment
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Bill
2021-07-15 21:13:53 DEBUG InFlightMetadataCollectorImpl:1869 - Resolving reference to class: com.la101.entities.Patient
2021-07-15 21:13:53 DEBUG SessionFactoryImpl:206 - Building session factory
2021-07-15 21:13:53 DEBUG Settings:68 - SessionFactory name : null
2021-07-15 21:13:53 DEBUG Settings:69 - Automatic flush during beforeCompletion(): enabled
2021-07-15 21:13:53 DEBUG Settings:70 - Automatic session close at end of transaction: disabled
2021-07-15 21:13:53 DEBUG Settings:72 - Statistics: disabled
2021-07-15 21:13:53 DEBUG Settings:74 - Deleted entity synthetic identifier rollback: disabled
2021-07-15 21:13:53 DEBUG Settings:75 - Default entity-mode: pojo
2021-07-15 21:13:53 DEBUG Settings:76 - Check Nullability in Core (should be disabled when Bean Validation is on): enabled
2021-07-15 21:13:53 DEBUG Settings:77 - Allow initialization of lazy state outside session : disabled
2021-07-15 21:13:53 DEBUG Settings:79 - Using BatchFetchStyle : LEGACY
2021-07-15 21:13:53 DEBUG Settings:80 - Default batch fetch size: -1
